"Fuente","Referencia","Operación","Tipología","Título","C.P.","Municipio","Provincia","Distrito","Barrio","Latitud","Longitud","Planta","Anunciante","Empresa","Aire acondicionado","Ascensor","Garaje","Trastero","Terraza","Piscina","Zonas verdes","Zona deportiva","Imagen","URL","Fecha de creación","Teléfono","Email","Posible agencia","Conservación","Comentarios","Descartado","Estado","Ranking","Dormitorios","Baños","Superficie","Precio","Precio unitario","Días","Demanda"
"milanuncios","537198366","Venta","Unifamiliar","Valencia Capital","46017","Valencia","Valencia","La Torre","","39.4336298413","-0.3919537828","","Profesional","Grupo Inmobiliario Selling House","Sí","No","No","No","No","No","Sí","No","https://images.habimg.com/imgh/4c0e4fcd-c2f3-49f4-98fd-687ed1394e9aG.jpg","https://www.milanuncios.com/anuncios/r537198366.htm","2025-02-26","962647958","grupoinmobiliariosellinghouse46eb@realestate.com","No","","","No","No contactado","8072","3","2","126","310000","2460","1","Muy baja"
"Fotocasa","hernan-1103","Venta","Plurifamiliar","Piso en Venta en Russafa","46006","Valencia","Valencia","L'Eixample","Russafa","39.4618279738","-0.3722762043","3º","Profesional","KW CPI GESTIÓN","Sí","Sí","No","No","Sí","No","No","No","https://static.fotocasa.es/images/ads/7696458b-f9d6-4bfd-9b54-8aa8e2a6a2ee?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185759741&tti=2","2025-02-26","962471205","hernan.mogollon@kwspain.es","No","Muy bueno","","No","No contactado","8664","4","2","128","420000","3281","1","Muy baja"
"milanuncios","537168931","Venta","Plurifamiliar","Valencia Capital","46017","Valencia","Valencia","Jesús","Sant Marcel.lí","39.4466931578","-0.3884362878","","Profesional","HOGARABITAT SERVICIOS INMOBILIARIOS SOCIEDAD LIMIT","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/00261e78-f298-4799-8b8c-d8fa8eaf5108G.jpg","https://www.milanuncios.com/anuncios/r537168931.htm","2025-02-26","960964892","hogarabitatserviciosinmobiliari9459@realestate.com","No","","","No","No contactado","6463","3","1","100","250000","2500","1","Muy baja"
"milanuncios","537177203","Venta","Plurifamiliar","Valencia Capital","46002","Valencia","Valencia","Ciutat Vella","Sant Francesc","39.4681391299","-0.3749348701","","Profesional","Aproperties","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/116ad6eb-c983-44d8-94d8-f86307019288G.jpg","https://www.milanuncios.com/anuncios/r537177203.htm","2025-02-26","962648135","apropertiesrealestatevalencia6ff9@realestate.com","No","","","No","No contactado","7807","2","3","136","720000","5294","1","Muy baja"
"habitaclia","1421","Venta","Plurifamiliar","","","Valencia","Valencia","Massarrojos","","39.5363747671","-0.4090228829","0","Profesional","Artur Bin","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/24687e8b-77e4-4211-a06d-98fe26402581G.jpg","https://www.habitaclia.com/i54620000000066","2025-02-26","34671941393","realty.bin@gmail.com","No","Muy bueno","","No","No contactado","9230","3","1","80","148000","1850","1","Muy baja"
"habitaclia","13600","Venta","Plurifamiliar","VIVIENDA JUNTO AL MERCADO DE RUZAFA DE VALENCIA","","Valencia","Valencia","L'Eixample","Russafa","39.4608090817","-0.3700809403","4","Profesional","ALAIN GRUPO","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/043b6504-c98d-4f51-b76e-07d7c9266845G.jpg","https://www.habitaclia.com/i40249000001989","2025-02-26","963210289","fsantacreu@grupoalain.es","No","Muy bueno","","No","No contactado","5157","3","2","133","580000","4360","1","Muy baja"
"milanuncios","537179922","Venta","Plurifamiliar","Valencia Capital","46003","Valencia","Valencia","Ciutat Vella","La Seu","39.4758771299","-0.3760808701","5","Profesional","EV MMC SPAIN  S L U","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0d15fb55-c6c4-4f9b-8509-325aa3f90231G.jpg","https://www.milanuncios.com/anuncios/r537179922.htm","2025-02-26","961287313","engelvolkers809d@realestate.com","No","","","No","No contactado","6595","5","3","211","675000","3199","1","Muy baja"
"habitaclia","W-O225","Venta","Plurifamiliar","","","Valencia","Valencia","Quatre Carreres","Fonteta de Sant Lluís","39.4461","-0.365632","0","Profesional","EXPERCASA EN CORTS","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/11a63a9f-4cf4-4204-aa90-f20ecf6a96ceG.jpg","https://www.habitaclia.com/i29440000001173","2025-02-26","961040141","area2@expercasa.com","No","Muy bueno","","No","No contactado","7660","1","1","61","225000","3688","1","Muy baja"
"milanuncios","537148974","Venta","Plurifamiliar","Valencia Capital","46006","Valencia","Valencia","L'Eixample","Russafa","39.4598310529","-0.3710589691","4","Profesional","ALAIN RETAIL S L","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/043b6504-c98d-4f51-b76e-07d7c9266845G.jpg","https://www.milanuncios.com/anuncios/r537148974.htm","2025-02-26","961281893","alaingrupof33d@realestate.com","No","","","No","No contactado","6252","3","2","133","580000","4360","1","Muy baja"
"habitaclia","EXP09087","Venta","Plurifamiliar","VIVIENDA DE LUJO EN LA EXCLUSIVA PLAZA DE LA REINA","","Valencia","Valencia","Ciutat Vella","La Seu","39.4731325401","-0.3767194599","3","Profesional","Exp Realty España","No","Sí","Sí","No","No","No","No","No","https://images.habimg.com/imgh/09ae1422-3872-4fa3-b5e8-2a55169e3ce7G.jpg","https://www.habitaclia.com/i36906000010455","2025-02-26","911981673","aitana.blanco@exprealty.net","No","Muy bueno","","No","No contactado","5226","4","2","166","1200000","7228","1","Muy baja"
"habitaclia","ATC0051","Venta","Plurifamiliar","Ático en el Corazón de Valencia","","Valencia","Valencia","Jesús","La Raïosa","39.4600686047","-0.3878254115","7","Profesional","Arrels Valencia","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/04dd2df7-b52f-45e7-a57a-108c89e1119fG.jpg","https://www.habitaclia.com/i39895000000933","2025-02-26","656892335","pawel@arrelsvalencia.com","No","Muy bueno","","No","No contactado","5259","2","1","80","330000","4125","1","Muy baja"
"Fotocasa","46-328A-3389","Venta","Plurifamiliar","Piso en Venta en Morvedre","46009","Valencia","Valencia","La Saïdia","Morvedre","39.4862622309","-0.3760556691","Undefined","Profesional","HABITALE CONSTITUCION","No","Sí","No","Sí","Sí","Sí","No","No","https://static.fotocasa.es/images/ads/5610f44f-04a7-462e-92ca-9e832ddd1d7d?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185763340&tti=2","2025-02-26","962940298","constitucion@habitale.com","No","","","No","No contactado","180","3","1","80","240000","3000","1","Muy alta"
"habitaclia","T0825A1","Venta","Plurifamiliar","PISO DE 4 HABITACIONES AMPLIAS, EXTERIOR, EXCELENTE UBICACION.","","Valencia","Valencia","Camins al Grau","Aiora","39.4682589241","-0.3474253989","4","Profesional","Inmocuattro Valencia","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/04ce0635-da7c-4a33-926e-549f89a52b8aG.jpg","https://www.habitaclia.com/i11721002470594","2025-02-26","963.441.210","inmo4v@gmail.com","No","Muy bueno","","No","No contactado","3708","4","1","109","265000","2431","1","Muy baja"
"habitaclia","C6-07379-0001","Venta","Plurifamiliar","Solvia Inmobiliaria  Piso Valencia","","Valencia","Valencia","Algirós","Ciutat Jardí","39.4690838457","-0.3443615543","0","Profesional","Solvia inmobiliaria","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0e578e2b-08db-4d93-a452-dcb750ae3fbbG.jpg","https://www.habitaclia.com/i49646000044794","2025-02-25","917936298","comercial@solvia.es","No","Muy bueno","","No","No contactado","767","5","2","120","260000","2166","1","Moderada"
"habitaclia","murillo","Venta","Plurifamiliar","","","Valencia","Valencia","Ciutat Vella","El Pilar","39.4752198587","-0.3816953413","5","Profesional","IDACAR Servicios Inmobiliarios","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0a20d419-99ff-4b35-a99f-84be43da22efG.jpg","https://www.habitaclia.com/i21234000000415","2025-02-25","601223145","benimaclet@best-house.com","No","Muy bueno","","No","No contactado","9112","2","1","50","165000","3300","2","Muy baja"
"Fotocasa","","Venta","Plurifamiliar","Piso en Venta en  Carrer de Josep Maria Bayarri, 8, La Llum","46014","Valencia","Valencia","L'Olivereta","La Llum","39.4688277","-0.4119708","","Particular","emailbox","No","Sí","No","No","Sí","No","No","No","https://static.fotocasa.es/images/anuncio/2025/02/25/185754885/4570280218.jpg?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185754885&tti=1","2025-02-25","34616477727","emailbox@gmx.es","No","Bueno","","No","No contactado","397","4","2","124","280000","2258","2","Muy alta"
"habitaclia","vicente raga","Venta","Plurifamiliar","","","Valencia","Valencia","Camins al Grau","Penya - Roja - Avda. Francia","39.4558089871","-0.3457228129","10","Profesional","TORRES 4","Sí","Sí","Sí","No","No","No","No","No","https://images.habimg.com/imgh/091c1869-4636-498e-b75d-abd41b0ea5b2G.jpg","https://www.habitaclia.com/i23047000002014","2025-02-25","963.820.022","torrescuatro@hotmail.com","No","Muy bueno","","No","No contactado","7670","3","2","130","1300000","10000","2","Muy baja"
"milanuncios","537093148","Venta","Plurifamiliar","Valencia Capital","46005","Valencia","Valencia","L'Eixample","Zona Gran Via","39.4635981299","-0.3672588701","1","Profesional","CM PROPERTIES","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/008451ed-f1f2-485d-abc5-d5f6ab31cae5G.jpg","https://www.milanuncios.com/anuncios/r537093148.htm","2025-02-25","962470759","cmproperties8e5d@realestate.com","No","","","No","No contactado","7821","6","2","170","605000","3558","2","Muy baja"
"habitaclia","I-00Z2G6-W-02YOF1","Venta","Plurifamiliar","Encantador apartamento con terraza privada en el corazón de Valencia.","","Valencia","Valencia","Ciutat Vella","La Xerea","39.4734525871","-0.3724124129","1","Profesional","Engel & Völkers","Sí","No","No","No","No","No","No","No","https://images.habimg.com/imgh/03d0ffee-4c61-494f-ba72-62f646878aabG.jpg","https://www.habitaclia.com/i5953003370900","2025-02-25","963517897","valencia@engelvoelkers.com","No","Muy bueno","","No","No contactado","5725","1","1","54","250000","4629","2","Muy baja"
"habitaclia","HH-3025","Venta","Unifamiliar","","","Valencia","Valencia","Massarrojos","","39.5380649781","-0.4049445269","0","Profesional","H&H ASESORES INMOBILIARIOS","No","No","No","No","No","No","Sí","No","https://images.habimg.com/imgh/03064aeb-cc74-40e3-a100-f63bd4cb45e7G.jpg","https://www.habitaclia.com/i8800001871114","2025-02-25","34961821188","administracion@hhinmobiliaria.es","No","Muy bueno","","No","No contactado","5858","3","2","543","500000","920","2","Muy baja"
"Fotocasa","25VIV02439","Venta","Plurifamiliar","Piso en Venta en  PEDRO ALEIXANDRE, 47, Mont-Olivet","46006","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4597179","-0.3603986","1º","Profesional","BHORUS","No","Sí","No","No","No","Sí","Sí","No","https://static.fotocasa.es/images/ads/1179c7de-34ee-4887-9049-a49c5702c720?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185742836&tti=2","2025-02-25","919454698","contacto@bhorus.com","No","","","No","No contactado","3203","4","2","125","162000","1296","2","Baja"
"habitaclia","S3RVALENCIA13","Venta","Plurifamiliar","CESSION DE CREDITO","","Valencia","Valencia","L'Olivereta","Nou Moles","39.472048413","-0.3991905624","0","Profesional","ROQUETA INVESTMENT","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/505a1594-3d4f-4fb9-8dbd-a8bfa92be5caG.jpg","https://www.habitaclia.com/i37637000009880","2025-02-25","633643134","info@roquetainvestment.com","No","Muy bueno","","No","No contactado","7701","3","1","83","256104","3085","2","Muy baja"
"habitaclia","A0-57008-0001","Venta","Plurifamiliar","Solvia Inmobiliaria  Piso Valencia","","Valencia","Valencia","La Saïdia","Tormos","39.4892162903","-0.3847660025","0","Profesional","Solvia Inmobiliaria","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/115e12d5-abc3-4ab2-b7c7-81ab8d185233G.jpg","https://www.habitaclia.com/i41124000090821","2025-02-25","902333131","comercial@solvia.es","No","Muy bueno","","No","No contactado","477","3","1","73","60000","821","2","Muy alta"
"habitaclia","HM Valencia 14 251","Venta","Plurifamiliar","100% FINANCIACIÓN!!! SIN ENTRADA!!! SIN COMISIONES!!!","","Valencia","Valencia","Rascanya","Torrefiel","39.4925268587","-0.3792834413","1","Profesional","HM INMOBILIARIA","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/06111ee1-ad3a-4122-8755-b7302bf4bce1G.jpg","https://www.habitaclia.com/i16054000038087","2025-02-25","915714488","Hminmobiliaria@hotmail.com","No","Muy bueno","","No","No contactado","239","4","2","110","185000","1681","2","Alta"
"habitaclia","0291182","Venta","Plurifamiliar","Cercana al Polideportivo Marchalenes","","Valencia","Valencia","La Saïdia","Tormos","39.4878885871","-0.3806784129","0","Profesional","DONPISO","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/094e7fe4-e57f-4c06-a9da-57ccba772b1cG.jpg","https://www.habitaclia.com/i885003220655","2025-02-25","933069090","info@donpiso.com","No","Muy bueno","","No","No contactado","5629","2","1","65","190000","2923","2","Muy baja"
"Fotocasa","VAL2-JC-2246","Venta","Plurifamiliar","Piso en Venta en  Calle de María de Molina, L'Hort de Senabre","46017","Valencia","Valencia","Jesús","L'Hort de Senabre","39.4525028131","-0.3900791869","2º","Profesional","DAURUM ESTATE","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/9894d717-6874-45ba-be66-1016eec65eb3?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185745204&tti=2","2025-02-25","960966248","valencia@daurumestate.com","No","Bueno","","No","No contactado","6779","3","1","82","200000","2439","2","Muy baja"
"habitaclia","00560","Venta","Plurifamiliar","FANTÁSTICO PISO DE 3 DORMITORIOS EN EL BARRIO DE JESÚS DE LA CIUDAD DE VALENCIA.","","Valencia","Valencia","Jesús","L'Hort de Senabre","39.4522812621","-0.390324461","1","Profesional","JTM DREAMS","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/00c50668-ffe6-47e1-bea9-50ea6f8fa082G.jpg","https://www.habitaclia.com/i39387000000505","2025-02-25","633572269","jtmdreams@outlook.com","No","Muy bueno","","No","No contactado","969","3","1","88","200000","2272","2","Moderada"
"Fotocasa","murillo","Venta","Plurifamiliar","Piso en Venta en  Carrer de Murillo, El Pilar","46001","Valencia","Valencia","Ciutat Vella","El Pilar","39.4754395131","-0.3814756869","5º","Profesional","IDACAR Servicios Inmobiliarios","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/9e62f395-20ef-489b-9a11-f3245ae2945d?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185753156&tti=2","2025-02-25","961286305","davidferrercardona@gmail.com","No","Bueno","","No","No contactado","1348","2","1","50","165000","3300","2","Moderada"
"milanuncios","537077702","Venta","Plurifamiliar","Valencia Capital","46025","Valencia","Valencia","Rascanya","Torrefiel","39.4915488299","-0.3802614701","","Profesional","HOUSE MAISON  S L","No","Sí","No","No","No","No","Sí","No","https://images.habimg.com/imgh/0147d379-8f95-473b-934c-88cd2ade86e3G.jpg","https://www.milanuncios.com/anuncios/r537077702.htm","2025-02-25","918007061","habitab28a@realestate.com","No","","","No","No contactado","6340","4","2","110","185000","1681","2","Muy baja"
"Fotocasa","S3RVALENCIA17","Venta","Plurifamiliar","Piso en Venta en Arrancapins","46007","Valencia","Valencia","Extramurs","Arrancapins","39.4634761483","-0.3794253017","Undefined","Profesional","ROQUETA INVESTMENT","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/5f985d0c-5b13-4505-8b52-d9f5039d55f1?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185743595&tti=2","2025-02-25","971084625","w3853@inmoweb.email","No","","","No","No contactado","2450","3","2","115","236352","2055","2","Baja"
"milanuncios","537059521","Venta","Plurifamiliar","Valencia Capital","46011","Valencia","Valencia","Poblats Marítims","El Cabanyal - El Canyamelar","39.4648087299","-0.3341543701","1","Profesional","RIVASDOSA CERCASA S L","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/00d5349b-2f84-4025-8ae9-c2abccfa8833G.jpg","https://www.milanuncios.com/anuncios/r537059521.htm","2025-02-25","961284593","cercasaf2ba@realestate.com","No","","","No","No contactado","4542","2","1","85","255000","3000","2","Muy baja"
"Fotocasa","00283","Venta","Plurifamiliar","Piso en Venta en  Calle CENTELLES LOS, Russafa","46006","Valencia","Valencia","L'Eixample","Russafa","39.4601750903","-0.370643579","2º","Profesional","PIRAMIDES","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/f04f1972-b68a-435e-9b90-f1f4ee411890?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185745308&tti=2","2025-02-25","960965601","i.inmobiliariapiramides.1307@inmovilla.com","No","Malo","","No","No contactado","2085","3","1","97","300000","3092","2","Moderada"
"milanuncios","537110094","Venta","Plurifamiliar","Valencia Capital","46001","Valencia","Valencia","Ciutat Vella","El Pilar","39.4742418299","-0.3826733701","5","Profesional","DAVID JOSE FERRER CARDONA","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0a20d419-99ff-4b35-a99f-84be43da22efG.jpg","https://www.milanuncios.com/anuncios/r537110094.htm","2025-02-25","961286305","besthousebenimaclet9f39@realestate.com","No","","","No","No contactado","6532","2","1","50","165000","3300","2","Muy baja"
"milanuncios","537058765","Venta","Plurifamiliar","Valencia Capital","46003","Valencia","Valencia","Ciutat Vella","El Carme","39.4795376299","-0.3819412701","","Profesional","La Casa Agency   Punto Avenida Madrid","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/32043fc8-af86-4d2f-8d21-1ecc7d749b34G.jpg","https://www.milanuncios.com/anuncios/r537058765.htm","2025-02-25","930442087","lacasaagencypuntoavenidamadrid7f4a@realestate.com","No","","","No","No contactado","8293","","","115","660000","5739","2","Muy baja"
"habitaclia","107443563","Venta","Plurifamiliar","ZONA ALGIROS!!! 120 MTS2- EXTERIOR-ASCENSOR! GRAN OPORTUNIDAD!","","Valencia","Valencia","Algirós","Ciutat Jardí","39.4706650587","-0.3451066413","0","Profesional","GRUPO MONALVA","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/012c7ad7-b516-4e5f-8ce5-d064f1e65648G.jpg","https://www.habitaclia.com/i26546000002895","2025-02-25","34963448280","grupomonalvainmobiliaria@gmail.com","No","Muy bueno","","No","No contactado","7392","4","2","122","349999","2868","2","Muy baja"
"milanuncios","537093618","Venta","Plurifamiliar","Valencia Capital","46006","Valencia","Valencia","Quatre Carreres","Malilla","39.4532883299","-0.3800388701","6","Profesional","EL VIVERO DE LOS PISOS SL","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/30a854a8-610d-4652-9aef-2823f8c59901G.jpg","https://www.milanuncios.com/anuncios/r537093618.htm","2025-02-25","962643848","mestallainmobiliariaf817@realestate.com","No","","","No","No contactado","6434","3","1","80","215000","2687","2","Muy baja"
"Fotocasa","S3RVALENCIA25","Venta","Plurifamiliar","Piso en Venta en El Cabanyal - El Canyamelar","46011","Valencia","Valencia","Poblats Marítims","El Cabanyal - El Canyamelar","39.4677589198","-0.3310227998","Undefined","Profesional","ROQUETA INVESTMENT","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/d12bfa42-41e4-4ce9-841a-2b088392220f?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185744403&tti=2","2025-02-25","971084625","w3853@inmoweb.email","No","","","No","No contactado","4997","3","1","88","136012","1545","2","Muy baja"
"Fotocasa","S3RVALENCIA13","Venta","Plurifamiliar","Piso en Venta en Nou Moles","46018","Valencia","Valencia","L'Olivereta","Nou Moles","39.4742449568","-0.3969940186","Undefined","Profesional","ROQUETA INVESTMENT","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/505a1594-3d4f-4fb9-8dbd-a8bfa92be5ca?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185743306&tti=2","2025-02-25","971084625","w3853@inmoweb.email","No","","","No","No contactado","9032","3","1","83","256104","3085","2","Muy baja"
"milanuncios","537116664","Venta","Plurifamiliar","Valencia Capital","46023","Valencia","Valencia","Camins al Grau","Penya - Roja - Avda. Francia","39.4569531674","-0.3475693734","","Profesional","RIVAS SANCHEZ CARMEN","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0e04b556-9d68-4a9c-ae3b-63a64f506c57G.jpg","https://www.milanuncios.com/anuncios/r537116664.htm","2025-02-25","960968245","inmobiliariatrafalgar17aa@realestate.com","No","","","No","No contactado","8272","3","2","122","585000","4795","2","Muy baja"
"Fotocasa","S3RVALENCIA18","Venta","Plurifamiliar","Piso en Venta en Arrancapins","46007","Valencia","Valencia","Extramurs","Arrancapins","39.4664088376","-0.3843450124","Undefined","Profesional","ROQUETA INVESTMENT","No","No","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/964bc771-a36f-4e25-830b-53aa7f15581e?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185743717&tti=2","2025-02-25","971084625","w3853@inmoweb.email","No","","","No","No contactado","2375","3","2","140","234034","1671","2","Baja"
"milanuncios","537094898","Venta","Plurifamiliar","Valencia Capital","46017","Valencia","Valencia","Jesús","L'Hort de Senabre","39.4517610299","-0.3912740701","","Profesional","Primera Avenida Inmobiliaria","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/1969b946-59b3-48b6-9f1c-0a28d9fabb10G.jpg","https://www.milanuncios.com/anuncios/r537094898.htm","2025-02-25","962471253","primeraavenidainmobiliariabbc4@realestate.com","No","","","No","No contactado","7952","3","1","88","200000","2272","2","Muy baja"
"Fotocasa","HM Valencia 14 251","Venta","Plurifamiliar","Piso en Venta en  Camí de Montcada, Torrefiel","46025","Valencia","Valencia","Rascanya","Torrefiel","39.4927465131","-0.3790637869","1º","Profesional","HM INMOBILIARIA","Sí","Sí","Sí","Sí","No","Sí","Sí","Sí","https://static.fotocasa.es/images/ads/f25d493f-b8dd-446b-a5e3-376d07f90e14?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185754407&tti=2","2025-02-25","918007061","hminmobiliaria@hotmail.com","No","Muy bueno","","No","No contactado","1944","4","2","110","185000","1681","2","Baja"
"milanuncios","537093931","Venta","Plurifamiliar","Valencia Capital","46035","Valencia","Valencia","Benimàmet","","39.4982420299","-0.4218829701","","Profesional","Oportunalia Activos Sl","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/0b764dd5-c87c-4d76-947f-0a8e827b82c9G.jpg","https://www.milanuncios.com/anuncios/r537093931.htm","2025-02-25","919453417","oportunalia083f@realestate.com","No","","","No","No contactado","4316","2","1","100","81000","810","2","Muy baja"
"habitaclia","HM Valencia 14 25","Venta","Plurifamiliar","100% FINANCIACIÓN!!! SIN ENTRADA!!! SIN COMISIONES!!!","","Valencia","Valencia","Rascanya","Torrefiel","39.4925268587","-0.3792834413","0","Profesional","HM INMOBILIARIA","No","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/0147d379-8f95-473b-934c-88cd2ade86e3G.jpg","https://www.habitaclia.com/i16054000038086","2025-02-25","915714488","Hminmobiliaria@hotmail.com","No","Muy bueno","","No","No contactado","692","4","2","110","185000","1681","2","Moderada"
"Fotocasa","HH-2890","Venta","Unifamiliar","Casa-Chalet en Venta en Massarrojos","46112","Valencia","Valencia","Massarrojos","","39.5409014259","-0.4016071221","Undefined","Profesional","H&H ASESORES INMOBILIARIOS","Sí","No","No","No","Sí","No","Sí","No","https://static.fotocasa.es/images/ads/9d8f5a52-48ff-4910-8c57-2b522a1eee3a?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185753323&tti=2","2025-02-25","960964689","i.hhinmobiliaria.5058@inmovilla.com","No","Excelente","","No","No contactado","6737","7","4","489","437000","893","2","Muy baja"
"milanuncios","537070399","Venta","Plurifamiliar","Valencia Capital","46035","Valencia","Valencia","Benimàmet","","39.5031391299","-0.4238698701","","Profesional","Expercasa San Marcelino","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/3676e9d6-aa0f-4ebd-9ece-691c15598273G.jpg","https://www.milanuncios.com/anuncios/r537070399.htm","2025-02-25","962645216","expercasasanmarcelinod65c@realestate.com","No","","","No","No contactado","146","4","1","92","79900","868","2","Alta"
"habitaclia","LCV31255-1","Venta","Plurifamiliar","","","Valencia","Valencia","Ciutat Vella","El Carme","39.4797700871","-0.3817088129","0","Profesional","La Casa Agency - Punto Avenida Madrid","No","No","No","No","No","No","No","No","https://images.habimg.com/imgh/32043fc8-af86-4d2f-8d21-1ecc7d749b34G.jpg","https://www.habitaclia.com/i45074000003242","2025-02-25","930129090","08028b@lacasa.net","No","Muy bueno","","No","No contactado","7588","","","115","660000","5739","2","Muy baja"
"Fotocasa","00560","Venta","Plurifamiliar","Piso en Venta en   MARIA DE MOLINA, L'Hort de Senabre","46017","Valencia","Valencia","Jesús","L'Hort de Senabre","39.4525009165","-0.3901048066","1º","Profesional","JTM DREAMS","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/d98cb2fb-48d4-43de-bb32-9b1d7702558b?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185743217&tti=2","2025-02-25","962948706","i.jtmdreams.9119@inmovilla.com","No","Bueno","","No","No contactado","6669","3","1","88","200000","2272","2","Muy baja"
"habitaclia","CBEX2518","Venta","Plurifamiliar","PISO REFORMADO A LA VENTA EN MONTEOLIVETE","","Valencia","Valencia","Quatre Carreres","Mont-Olivet","39.4579504321","-0.3691828999","0","Profesional","Coldwell Banker Excellence Real Estate","Sí","Sí","No","No","No","No","No","No","https://images.habimg.com/imgh/00e60899-8a16-43b0-86c0-0f0c226e221bG.jpg","https://www.habitaclia.com/i53072000000023","2025-02-25","34961238312","l.pardo@coldwellbanker.es","No","Muy bueno","","No","No contactado","491","2","2","102","395000","3872","2","Moderada"
"Fotocasa","","Venta","Plurifamiliar","Piso en Venta en  Carrer d'Archena, 1, Soternes","46014","Valencia","Valencia","L'Olivereta","Soternes","39.4711614","-0.40548","","Particular","gestionesvlc2018","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/anuncio/2025/02/25/185750764/4570044781.jpg?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185750764&tti=1","2025-02-25","34633097011","gestionesvlc2018@gmail.com","No","Malo","","No","No contactado","551","3","1","80","180000","2250","2","Muy alta"
"Fotocasa","A0-57008-0001","Venta","Plurifamiliar","Piso en Venta en  C/ Padre Damián, Tormos","46009","Valencia","Valencia","La Saïdia","Tormos","39.4894359447","-0.3845463481","Undefined","Profesional","Solvia Inmobiliaria","No","Sí","No","No","No","No","No","No","https://static.fotocasa.es/images/ads/c8620cf5-bc63-43be-ab82-aa25ceecf9af?rule=feeds_1920x1080","https://www.fotocasa.es/Building/Building_Detail.aspx?ai=185743646&tti=2","2025-02-25","910304295","comercial@solvia.es","No","","","No","No contactado","1755","3","1","73","60000","821","2","Muy alta"
